from_id,to_id,factor,location
9699a63f-c966-43a4-816c-b1fbbf0a3e88,IC_EF_LAND_USE,-1.2063E+02,UA
a205d0e9-cc71-4e4f-8c9f-c62b188321b3,IC_EF_LAND_USE,2.3848E+02,ZA
1a00b335-af6e-47db-bc23-012f2c0642ab,IC_EF_LAND_USE,1.3808E+02,MY
8af79474-1d57-4251-a878-c2973b2814e6,IC_EF_LAND_USE,7.3972E+01,MX
fae48449-451a-4d3c-b2fd-fc9102913b95,IC_EF_LAND_USE,1.0801E+02,GR
f62266ab-2385-45b1-beb6-cbdbafaeb00b,IC_EF_WATER_USE,1.27E+00,AT
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,3.3583E+02,LU
8db68d81-3998-4b52-af19-2beb2ac9a98e,IC_EF_LAND_USE,1.2711E+02,SK
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-2.7957E+02,NZ
9699a63f-c966-43a4-816c-b1fbbf0a3e88,IC_EF_LAND_USE,-1.7700E+02,NG
1a00b335-af6e-47db-bc23-012f2c0642ab,IC_EF_LAND_USE,1.1955E+02,RS
08a91e70-3ddc-11dd-9438-0050c2490048,IC_EF_RESOURCE_MINERALS,1.46E-07,
80a0d183-7b74-4497-95f5-8bf25681c32e,IC_EF_LAND_USE,-1.6627E+02,GB
b0259a80-eb97-4dee-be0a-d0535a8a9ed4,IC_EF_LAND_USE,4.2065E+02,AT
b0744c5e-9859-470f-99dc-b117be5a32c5,IC_EF_LAND_USE,8.5567E+01,CA
5fa13d85-1722-4858-9cff-caec97da2363,IC_EF_LAND_USE,-124,
fe0acd60-3ddc-11dd-a2bf-0050c2490048,IC_EF_RESOURCE_MINERALS,5.20E+01,
32e9ce57-5c64-44fe-ba5f-e29adb467eb7,IC_EF_LAND_USE,-4.9469E+01,KZ
f6225b5f-b9cf-4c88-82d2-a578e1ce5e42,IC_EF_LAND_USE,1.5228E+02,FR
91e86b1f-98b2-433a-8356-cfc2b2b2a7c4,IC_EF_LAND_USE,1.4921E+02,FR
1a00b335-af6e-47db-bc23-012f2c0642ab,IC_EF_LAND_USE,1.1954E+02,GB
a687e5df-4694-4151-ba84-0722481d6fdf,IC_EF_LAND_USE,-1.2066E+02,UA
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,8.01E+01,CL
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,2.2325E+02,LU
d4008b63-fb71-4e00-bfda-3528c9c7e40d,IC_EF_LAND_USE,-1.1638E+02,GB
041fab30-6556-11dd-ad8b-0800200c9a66,IC_EF_RESOURCE_MINERALS,2.22E+00,
42378359-15eb-4e60-8f72-b796b9d71e69,IC_EF_LAND_USE,8.7448E+01,US
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,1.25E+01,RU
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,1.2632E+02,LT
42378359-15eb-4e60-8f72-b796b9d71e69,IC_EF_LAND_USE,1.2187E+02,GR
25a53117-7717-41f6-9085-64b1728c9b0d,IC_EF_LAND_USE,-1.1209E+02,GB
25a53117-7717-41f6-9085-64b1728c9b0d,IC_EF_LAND_USE,-1.2842E+02,ID
b0744c5e-9859-470f-99dc-b117be5a32c5,IC_EF_LAND_USE,1.7946E+02,US
37b2391c-6d90-4ef3-be80-df3d114cface,IC_EF_LAND_USE,-4.7786E+01,CA
d4008b63-fb71-4e00-bfda-3528c9c7e40d,IC_EF_LAND_USE,-1.1637E+02,RO
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,1.4186E+02,SE
91e86b1f-98b2-433a-8356-cfc2b2b2a7c4,IC_EF_LAND_USE,1.6521E+02,LU
32e9ce57-5c64-44fe-ba5f-e29adb467eb7,IC_EF_LAND_USE,-7.3972E+01,ES
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-1.7913E+02,FR
91e86b1f-98b2-433a-8356-cfc2b2b2a7c4,IC_EF_LAND_USE,1.6138E+02,IT
2f8cc78f-7f63-4b5c-9010-70a847737d23,IC_EF_LAND_USE,2.1319E+02,FI
848d055d-88c2-4926-9ddd-1671887c4e2f,IC_EF_LAND_USE,1.5843E+02,NG
25a53117-7717-41f6-9085-64b1728c9b0d,IC_EF_LAND_USE,-1.1209E+02,LT
9cc0de8b-e413-48a5-b013-80ff11a693b2,IC_EF_LAND_USE,-119,
42378359-15eb-4e60-8f72-b796b9d71e69,IC_EF_LAND_USE,1.8386E+02,IT
3b9ccd9f-1dd3-48ad-b444-b08fb5a63a89,IC_EF_LAND_USE,136,
0860f823-69da-48ae-b3ea-4ede3b661b7d,IC_EF_LAND_USE,184,
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,2.5483E+02,ZA
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-2.6112E+02,VE
e412ed0d-8a14-4eea-a9f5-f966517360c0,IC_EF_WATER_USE,5.98E-01,IS
8db68d81-3998-4b52-af19-2beb2ac9a98e,IC_EF_LAND_USE,8.1406E+01,PT
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,4.96E+01,PT
9699a63f-c966-43a4-816c-b1fbbf0a3e88,IC_EF_LAND_USE,-2.0784E+02,JP
aa9dc400-929f-48c8-86c6-628f34a0efa3,IC_EF_LAND_USE,131,
522f6ba8-5914-4f91-a198-a0da9aab707d,IC_EF_LAND_USE,-6.3176E+01,ZA
1a00b335-af6e-47db-bc23-012f2c0642ab,IC_EF_LAND_USE,1.1962E+02,BG
b0744c5e-9859-470f-99dc-b117be5a32c5,IC_EF_LAND_USE,1.5638E+02,HU
f20439b3-200f-48d7-b0a0-972a0628a31e,IC_EF_LAND_USE,78.2,
91e86b1f-98b2-433a-8356-cfc2b2b2a7c4,IC_EF_LAND_USE,5.1202E+01,US
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,7.16E-01,IE
28e5f69f-7b2e-4e31-9725-d407b2964b3f,IC_EF_LAND_USE,9.0540E+01,RU
91e86b1f-98b2-433a-8356-cfc2b2b2a7c4,IC_EF_LAND_USE,9.3729E+01,FI
a205d0e9-cc71-4e4f-8c9f-c62b188321b3,IC_EF_LAND_USE,2.9474E+02,IN
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,3.1231E+02,PH
e412ed0d-8a14-4eea-a9f5-f966517360c0,IC_EF_WATER_USE,8.33E+00,RO
64faa7b1-e114-497a-b584-f4659e7115e4,IC_EF_LAND_USE,-7.3972E+01,MK
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,1.34E+01,VN
d4008b63-fb71-4e00-bfda-3528c9c7e40d,IC_EF_LAND_USE,-1.1465E+02,HU
6985efa9-a113-48fa-a504-f520d91868bf,IC_EF_LAND_USE,98.7,
fe0acd60-3ddc-11dd-ae5a-0050c2490048,IC_EF_WATER_USE,1.17E+00,NL
b76e1ff4-d0f3-4906-b6f9-240112e3dd69,IC_EF_LAND_USE,119,
848d055d-88c2-4926-9ddd-1671887c4e2f,IC_EF_LAND_USE,2.1435E+02,IE
64faa7b1-e114-497a-b584-f4659e7115e4,IC_EF_LAND_USE,-1.1994E+02,CH
42378359-15eb-4e60-8f72-b796b9d71e69,IC_EF_LAND_USE,2.3663E+02,BR
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,4.49E+01,IT
9fcab08d-c0e9-490f-b594-ee023a78d5c7,IC_EF_LAND_USE,158,
a687e5df-4694-4151-ba84-0722481d6fdf,IC_EF_LAND_USE,-1.5286E+02,CZ
64faa7b1-e114-497a-b584-f4659e7115e4,IC_EF_LAND_USE,-1.1958E+02,CZ
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,2.2524E+02,CN
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,1.26E+00,HU
9db48d2d-17e8-4b4c-b439-2aab1c3d80f2,IC_EF_LAND_USE,-2.3953E+02,PL
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,3.8514E+02,PH
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-6.2644E+01,CA
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,3.3587E+02,GB
848d055d-88c2-4926-9ddd-1671887c4e2f,IC_EF_LAND_USE,117,
c38ef9cf-ae41-40a8-b018-58d9472c7cfa,IC_EF_LAND_USE,1.2706E+02,FR
e412ed0d-8a14-4eea-a9f5-f966517360c0,IC_EF_WATER_USE,7.16E-01,IE
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,1.45E+00,LV
848d055d-88c2-4926-9ddd-1671887c4e2f,IC_EF_LAND_USE,2.6112E+02,VE
eb84226d-129f-49d8-8d69-cc484b7a6cbf,IC_EF_LAND_USE,3.1262E+02,BR
e412ed0d-8a14-4eea-a9f5-f966517360c0,IC_EF_WATER_USE,1.23E+00,LT
e412ed0d-8a14-4eea-a9f5-f966517360c0,IC_EF_WATER_USE,8.01E+01,CL
87334803-fa5b-4c21-b52c-de9d79d806f8,IC_EF_LAND_USE,-1.2761E+02,PL
b6d6d67f-a3c4-4292-93cf-0454339ace53,IC_EF_LAND_USE,-1.4159E+02,TR
1a00b335-af6e-47db-bc23-012f2c0642ab,IC_EF_LAND_USE,1.3683E+02,LK
9c15ac25-4ac3-454c-8104-4d10cfba9376,IC_EF_LAND_USE,-7.3972E+01,FI
1a00b335-af6e-47db-bc23-012f2c0642ab,IC_EF_LAND_USE,5.0697E+01,NO
9699a63f-c966-43a4-816c-b1fbbf0a3e88,IC_EF_LAND_USE,-1.4331E+02,PT
ac0aba5c-66ce-42c9-9f46-1e47ab7bc4b9,IC_EF_LAND_USE,-1.2100E+02,VN
aeea42cc-4215-465f-981f-ae2ab387fbb9,IC_EF_LAND_USE,-8.0172E+01,US
fe0acd60-3ddc-11dd-ae5a-0050c2490048,IC_EF_WATER_USE,3.64E+01,ZA
6e70f994-480b-4836-a605-5f958a3d7ea4,IC_EF_WATER_USE,1.36E+00,DE
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,1.5911E+02,HU
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,9.5722E+01,CA
b0744c5e-9859-470f-99dc-b117be5a32c5,IC_EF_LAND_USE,2.4221E+02,KR
aa9dc400-929f-48c8-86c6-628f34a0efa3,IC_EF_LAND_USE,1.2761E+02,PL
64faa7b1-e114-497a-b584-f4659e7115e4,IC_EF_LAND_USE,-1.1987E+02,IT
25a53117-7717-41f6-9085-64b1728c9b0d,IC_EF_LAND_USE,-1.1209E+02,DK
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-1.9034E+02,LU
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,2.9772E+02,CL
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-2.6504E+02,JP
eb84226d-129f-49d8-8d69-cc484b7a6cbf,IC_EF_LAND_USE,2.6184E+02,LT
64faa7b1-e114-497a-b584-f4659e7115e4,IC_EF_LAND_USE,-1.1954E+02,PL
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,3.2487E+02,IT
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,2.5435E+02,BG
522f6ba8-5914-4f91-a198-a0da9aab707d,IC_EF_LAND_USE,-1.0342E+02,IN
64faa7b1-e114-497a-b584-f4659e7115e4,IC_EF_LAND_USE,-78.6,
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,2.1557E+02,IT
25a53117-7717-41f6-9085-64b1728c9b0d,IC_EF_LAND_USE,-1.1209E+02,SI
e412ed0d-8a14-4eea-a9f5-f966517360c0,IC_EF_WATER_USE,1.34E+00,CH
fae48449-451a-4d3c-b2fd-fc9102913b95,IC_EF_LAND_USE,2.5439E+02,VN
d4008b63-fb71-4e00-bfda-3528c9c7e40d,IC_EF_LAND_USE,-1.2707E+02,CN
42378359-15eb-4e60-8f72-b796b9d71e69,IC_EF_LAND_USE,2.8340E+02,PH
b0259a80-eb97-4dee-be0a-d0535a8a9ed4,IC_EF_LAND_USE,1.5671E+02,ES
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,2.6692E+02,NL
64faa7b1-e114-497a-b584-f4659e7115e4,IC_EF_LAND_USE,-7.3972E+01,PT
9db48d2d-17e8-4b4c-b439-2aab1c3d80f2,IC_EF_LAND_USE,-2.8286E+02,DE
f62266ab-2385-45b1-beb6-cbdbafaeb00b,IC_EF_WATER_USE,4.49E+01,IT
e412ed0d-8a14-4eea-a9f5-f966517360c0,IC_EF_WATER_USE,1.30E+00,SK
1a00b335-af6e-47db-bc23-012f2c0642ab,IC_EF_LAND_USE,1.1955E+02,DE
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-1.6028E+02,CN
fe0acd60-3ddc-11dd-aa34-0050c2490048,IC_EF_RESOURCE_MINERALS,1.15E-05,
1a00b335-af6e-47db-bc23-012f2c0642ab,IC_EF_LAND_USE,1.1957E+02,CN
0ef5f936-2cfd-49a8-8d11-a062926464e4,IC_EF_LAND_USE,131,
f49ad273-9482-453c-8bdb-dadf8751e3ae,IC_EF_LAND_USE,-3.1149E+02,TH
a205d0e9-cc71-4e4f-8c9f-c62b188321b3,IC_EF_LAND_USE,3.1262E+02,BR
ac0aba5c-66ce-42c9-9f46-1e47ab7bc4b9,IC_EF_LAND_USE,-3.5767E+01,US
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,6.98E+00,FR
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-2.1435E+02,IE
64faa7b1-e114-497a-b584-f4659e7115e4,IC_EF_LAND_USE,-7.3581E+01,ES
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,1.36E+00,DE
f62266ab-2385-45b1-beb6-cbdbafaeb00b,IC_EF_WATER_USE,3.50E+00,GB
eb84226d-129f-49d8-8d69-cc484b7a6cbf,IC_EF_LAND_USE,2.6858E+02,US
42378359-15eb-4e60-8f72-b796b9d71e69,IC_EF_LAND_USE,1.5438E+02,PT
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-1.5843E+02,NG
91e86b1f-98b2-433a-8356-cfc2b2b2a7c4,IC_EF_LAND_USE,1.9509E+02,AT
d7c58737-6937-4ba9-bd00-c5df908cc9aa,IC_EF_LAND_USE,1.2992E+02,RO
9699a63f-c966-43a4-816c-b1fbbf0a3e88,IC_EF_LAND_USE,-2.6135E+02,SG
42378359-15eb-4e60-8f72-b796b9d71e69,IC_EF_LAND_USE,1.0410E+02,FI
97990d8f-aae4-41ea-afb4-c62d2bcfea3b,IC_EF_LAND_USE,1.2479E+02,NL
c38ef9cf-ae41-40a8-b018-58d9472c7cfa,IC_EF_LAND_USE,1.1638E+02,PL
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,2.6457E+02,KR
eb84226d-129f-49d8-8d69-cc484b7a6cbf,IC_EF_LAND_USE,244,
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,1.1814E+02,ES
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,1.4557E+02,GB
eb84226d-129f-49d8-8d69-cc484b7a6cbf,IC_EF_LAND_USE,3.2813E+02,PH
d4008b63-fb71-4e00-bfda-3528c9c7e40d,IC_EF_LAND_USE,-7.0368E+01,ES
80a0d183-7b74-4497-95f5-8bf25681c32e,IC_EF_LAND_USE,-1.7494E+02,IE
f62266ab-2385-45b1-beb6-cbdbafaeb00b,IC_EF_WATER_USE,7.16E-01,IE
42378359-15eb-4e60-8f72-b796b9d71e69,IC_EF_LAND_USE,1.7180E+02,CN
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-1.0319E+02,FI
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,9.53E+00,NZ
848d055d-88c2-4926-9ddd-1671887c4e2f,IC_EF_LAND_USE,5.3954E+01,KZ
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,1.6129E+02,IE
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,4.1048E+01,AU
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,3.1149E+02,TH
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,4.3672E+02,CL
eb84226d-129f-49d8-8d69-cc484b7a6cbf,IC_EF_LAND_USE,4.0411E+02,FR
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-2.8282E+02,MY
172ab2d8-6556-11dd-ad8b-0800200c9a66,IC_EF_RESOURCE_MINERALS,1.18E+00,
d4008b63-fb71-4e00-bfda-3528c9c7e40d,IC_EF_LAND_USE,-1.1639E+02,DE
d4008b63-fb71-4e00-bfda-3528c9c7e40d,IC_EF_LAND_USE,-1.2707E+02,CZ
a687e5df-4694-4151-ba84-0722481d6fdf,IC_EF_LAND_USE,-1.4617E+02,GB
9699a63f-c966-43a4-816c-b1fbbf0a3e88,IC_EF_LAND_USE,-1.3918E+02,DE
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,1.16E+00,BA
503f7e73-748c-4f38-9b87-90805b5d1c38,IC_EF_LAND_USE,-1.6138E+02,IT
9db48d2d-17e8-4b4c-b439-2aab1c3d80f2,IC_EF_LAND_USE,-3.0326E+02,IT
a205d0e9-cc71-4e4f-8c9f-c62b188321b3,IC_EF_LAND_USE,2.3314E+02,MX
172a8bf6-6556-11dd-ad8b-0800200c9a66,IC_EF_RESOURCE_MINERALS,1.40E-11,
b6d6d67f-a3c4-4292-93cf-0454339ace53,IC_EF_LAND_USE,-1.0114E+02,ZA
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,131,
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,3.8794E+02,ID
c38ef9cf-ae41-40a8-b018-58d9472c7cfa,IC_EF_LAND_USE,5.8224E+01,NO
9699a63f-c966-43a4-816c-b1fbbf0a3e88,IC_EF_LAND_USE,-1.6129E+02,IE
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-1.3899E+02,NL
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-1.3242E+02,UA
f62266ab-2385-45b1-beb6-cbdbafaeb00b,IC_EF_WATER_USE,1.79E+00,CZ
848d055d-88c2-4926-9ddd-1671887c4e2f,IC_EF_LAND_USE,1.6028E+02,CN
8e2bf561-a95a-402d-83c1-d737dd73523d,IC_EF_LAND_USE,1.3918E+02,DE
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,8.7543E+01,US
b0744c5e-9859-470f-99dc-b117be5a32c5,IC_EF_LAND_USE,8.2925E+01,KZ
eb84226d-129f-49d8-8d69-cc484b7a6cbf,IC_EF_LAND_USE,2.7133E+02,DK
91e86b1f-98b2-433a-8356-cfc2b2b2a7c4,IC_EF_LAND_USE,1.3599E+02,CN
f62266ab-2385-45b1-beb6-cbdbafaeb00b,IC_EF_WATER_USE,8.33E+00,RO
f62266ab-2385-45b1-beb6-cbdbafaeb00b,IC_EF_WATER_USE,7.77E+01,ES
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,9.4179E+01,SE
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,3.6942E+02,PT
64b1ce31-6556-11dd-ad8b-0800200c9a66,IC_EF_RESOURCE_MINERALS,5.69E-07,
37b2391c-6d90-4ef3-be80-df3d114cface,IC_EF_LAND_USE,-4.0499E+02,MY
28e5f69f-7b2e-4e31-9725-d407b2964b3f,IC_EF_LAND_USE,2.2229E+02,IN
b0744c5e-9859-470f-99dc-b117be5a32c5,IC_EF_LAND_USE,2.2633E+02,GR
64faa7b1-e114-497a-b584-f4659e7115e4,IC_EF_LAND_USE,-1.3845E+02,PH
80a0d183-7b74-4497-95f5-8bf25681c32e,IC_EF_LAND_USE,-1.9509E+02,AT
b0259a80-eb97-4dee-be0a-d0535a8a9ed4,IC_EF_LAND_USE,2.0016E+02,HU
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,1.2490E+02,EE
ac0aba5c-66ce-42c9-9f46-1e47ab7bc4b9,IC_EF_LAND_USE,-1.0318E+02,IN
a687e5df-4694-4151-ba84-0722481d6fdf,IC_EF_LAND_USE,-9.1228E+01,US
f6225b5f-b9cf-4c88-82d2-a578e1ce5e42,IC_EF_LAND_USE,9.1228E+01,US
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,1.2479E+02,NL
eb84226d-129f-49d8-8d69-cc484b7a6cbf,IC_EF_LAND_USE,8.3154E+01,KZ
2f8cc78f-7f63-4b5c-9010-70a847737d23,IC_EF_LAND_USE,3.4952E+02,PT
91e86b1f-98b2-433a-8356-cfc2b2b2a7c4,IC_EF_LAND_USE,2.0571E+02,BR
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,2.6486E+02,BR
aa9dc400-929f-48c8-86c6-628f34a0efa3,IC_EF_LAND_USE,1.5129E+02,FR
97990d8f-aae4-41ea-afb4-c62d2bcfea3b,IC_EF_LAND_USE,2.4657E+02,BR
fe0acd60-3ddc-11dd-ae95-0050c2490048,IC_EF_RESOURCE_MINERALS,4.27E-03,
e412ed0d-8a14-4eea-a9f5-f966517360c0,IC_EF_WATER_USE,1.96E+00,PL
9699a63f-c966-43a4-816c-b1fbbf0a3e88,IC_EF_LAND_USE,-1.2210E+02,HU
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,1.64E+00,MY
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,2.0857E+02,HU
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,2.94E+01,IN
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,7.21E+01,AU
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,2.17E+00,BR
f62266ab-2385-45b1-beb6-cbdbafaeb00b,IC_EF_WATER_USE,2.56E+01,BG
fae48449-451a-4d3c-b2fd-fc9102913b95,IC_EF_LAND_USE,2.8075E+02,MY
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-2.3974E+02,TH
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,1.2656E+02,AU
e412ed0d-8a14-4eea-a9f5-f966517360c0,IC_EF_WATER_USE,1.66E+00,KR
9699a63f-c966-43a4-816c-b1fbbf0a3e88,IC_EF_LAND_USE,-8.5978E+01,ZA
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,1.7869E+02,ES
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,1.5659E+02,ZA
75fb549e-21ce-4ad2-b65e-fa9b1664b74a,IC_EF_LAND_USE,131,
37b2391c-6d90-4ef3-be80-df3d114cface,IC_EF_LAND_USE,-4.1056E+01,AU
fe0acd60-3ddc-11dd-ae5a-0050c2490048,IC_EF_WATER_USE,1.94E+00,FI
eb84226d-129f-49d8-8d69-cc484b7a6cbf,IC_EF_LAND_USE,3.3621E+02,CN
f5ca317d-5aab-4adf-add9-6ec43f5ffbd0,IC_EF_LAND_USE,98.5,
ceabbb26-5d70-41f2-81bd-c1b096dc0931,IC_EF_LAND_USE,2.4657E+02,BR
848d055d-88c2-4926-9ddd-1671887c4e2f,IC_EF_LAND_USE,1.3242E+02,UA
9699a63f-c966-43a4-816c-b1fbbf0a3e88,IC_EF_LAND_USE,-3.2070E+02,VE
848d055d-88c2-4926-9ddd-1671887c4e2f,IC_EF_LAND_USE,1.9034E+02,LU
80a0d183-7b74-4497-95f5-8bf25681c32e,IC_EF_LAND_USE,-1.3039E+02,DK
b6d6d67f-a3c4-4292-93cf-0454339ace53,IC_EF_LAND_USE,-7.3972E+01,AU
616ab5c3-116f-4fbb-bc6b-196318afe5be,IC_EF_LAND_USE,1.5368E+02,GR
42378359-15eb-4e60-8f72-b796b9d71e69,IC_EF_LAND_USE,1.4344E+02,LV
42378359-15eb-4e60-8f72-b796b9d71e69,IC_EF_LAND_USE,5.3149E+01,KZ
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,4.41E+00,SE
25a53117-7717-41f6-9085-64b1728c9b0d,IC_EF_LAND_USE,-6.6069E+01,TR
f62266ab-2385-45b1-beb6-cbdbafaeb00b,IC_EF_WATER_USE,1.64E+00,MY
37b2391c-6d90-4ef3-be80-df3d114cface,IC_EF_LAND_USE,-9.0540E+01,RU
4a227586-270a-4b07-9f15-79da640bec83,IC_EF_LAND_USE,288,
9db48d2d-17e8-4b4c-b439-2aab1c3d80f2,IC_EF_LAND_USE,-2.3436E+02,RO
f62266ab-2385-45b1-beb6-cbdbafaeb00b,IC_EF_WATER_USE,6.84E+01,GR
2f8cc78f-7f63-4b5c-9010-70a847737d23,IC_EF_LAND_USE,2.6858E+02,US
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-2.2243E+02,BA
b0259a80-eb97-4dee-be0a-d0535a8a9ed4,IC_EF_LAND_USE,2.3906E+02,PL
c38ef9cf-ae41-40a8-b018-58d9472c7cfa,IC_EF_LAND_USE,8.5675E+01,SE
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-5.3954E+01,KZ
42378359-15eb-4e60-8f72-b796b9d71e69,IC_EF_LAND_USE,1.0307E+02,ZA
a205d0e9-cc71-4e4f-8c9f-c62b188321b3,IC_EF_LAND_USE,2.9453E+02,TH
e29e7755-623d-47fb-b2ac-c0615a1b709f,IC_EF_LAND_USE,-1.5013E+02,BG
aa9dc400-929f-48c8-86c6-628f34a0efa3,IC_EF_LAND_USE,1.2992E+02,RO
8af79474-1d57-4251-a878-c2973b2814e6,IC_EF_LAND_USE,3.9287E+02,IN
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,3.7951E+02,CZ
933debfd-2aa5-4a35-b07b-2732350ea29c,IC_EF_LAND_USE,1.9178E+02,BA
fae48449-451a-4d3c-b2fd-fc9102913b95,IC_EF_LAND_USE,7.8847E+01,AR
eb84226d-129f-49d8-8d69-cc484b7a6cbf,IC_EF_LAND_USE,3.5713E+02,NO
92f1554f-121d-4f07-a1bb-b07cd2f7c2f5,IC_EF_LAND_USE,3.0315E+02,IN
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,7.82E+00,TH
1729ef88-6556-11dd-ad8b-0800200c9a66,IC_EF_WATER_USE,1.79E+00,CZ
d7c58737-6937-4ba9-bd00-c5df908cc9aa,IC_EF_LAND_USE,1.3918E+02,DE
91e86b1f-98b2-433a-8356-cfc2b2b2a7c4,IC_EF_LAND_USE,1.2967E+02,NL
8db68d81-3998-4b52-af19-2beb2ac9a98e,IC_EF_LAND_USE,78.2,
b0744c5e-9859-470f-99dc-b117be5a32c5,IC_EF_LAND_USE,2.8054E+02,BA
9699a63f-c966-43a4-816c-b1fbbf0a3e88,IC_EF_LAND_USE,-2.4657E+02,BR
