id,name,flowType,category,referenceUnit,casNumber,status,description,source,sourceDatabase
FLOW_PA12,PA12,ProductFlow,material,kg,,candidate,Intermediate/product flow for PA12,,
FLOW_PETG,PETG,ProductFlow,material,kg,,candidate,Intermediate/product flow for PETG,,
FLOW_ALUMINUM,Aluminum,ProductFlow,material,kg,,candidate,Intermediate/product flow for aluminum,,
FLOW_STEEL,Steel,ProductFlow,material,kg,,candidate,Intermediate/product flow for steel,,
FLOW_TPU,TPU,ProductFlow,material,kg,,candidate,Intermediate/product flow for TPU,,
FLOW_SILICONE,Silicone,ProductFlow,material,kg,,candidate,Intermediate/product flow for silicone,,
FLOW_ELECTRICITY,Electricity,ProductFlow,energy,kWh,,candidate,Electricity input as intermediate/product flow,,
FLOW_COMPONENT,Finished gripper component,ProductFlow,product,pcs,,candidate,Reference product output,,
FLOW_WASTE,Manufacturing waste,WasteFlow,waste,kg,,candidate,Generic waste flow,,
fe0acd60-3ddc-11dd-a7b9-0050c2490048,chrysene,ElementaryFlow,Emissions / Emissions to water,kg,000218-01-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7ba-0050c2490048,asbestos (white),ElementaryFlow,Resources / Resources from ground,kg,012001-29-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7bc-0050c2490048,iodide,ElementaryFlow,Emissions / Emissions to water,kg,020461-54-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7bd-0050c2490048,iodine,ElementaryFlow,Emissions / Emissions to air,kg,007553-56-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7c1-0050c2490048,iodine,ElementaryFlow,Resources / Resources from ground,kg,007553-56-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7c3-0050c2490048,iodine-129,ElementaryFlow,Emissions / Emissions to air,kBq,015046-84-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7d8-0050c2490048,cyanide,ElementaryFlow,Emissions / Emissions to water,kg,000057-12-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7db-0050c2490048,cyanide,ElementaryFlow,Emissions / Emissions to water,kg,000057-12-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7e0-0050c2490048,cyclohexane,ElementaryFlow,Emissions / Emissions to air,kg,000110-82-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7e8-0050c2490048,iodine-129,ElementaryFlow,Emissions / Emissions to water,kBq,015046-84-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7ec-0050c2490048,iodine-131,ElementaryFlow,Emissions / Emissions to air,kBq,010043-66-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7f0-0050c2490048,iodine-131,ElementaryFlow,Emissions / Emissions to water,kBq,010043-66-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7fb-0050c2490048,iridium,ElementaryFlow,Resources / Resources from ground,kg,007439-88-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7fc-0050c2490048,iron,ElementaryFlow,Emissions / Emissions to soil,kg,007439-89-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7fe-0050c2490048,barium,ElementaryFlow,Emissions / Emissions to soil,kg,007440-39-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a800-0050c2490048,barium,ElementaryFlow,Emissions / Emissions to air,kg,007440-39-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a804-0050c2490048,barium,ElementaryFlow,Emissions / Emissions to water,kg,007440-39-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a807-0050c2490048,barium,ElementaryFlow,Emissions / Emissions to soil,kg,007440-39-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a809-0050c2490048,carbaryl,ElementaryFlow,Emissions / Emissions to air,kg,000063-25-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a812-0050c2490048,carbendazim,ElementaryFlow,Emissions / Emissions to soil,kg,010605-21-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a822-0050c2490048,dodecane,ElementaryFlow,Emissions / Emissions to air,kg,000112-40-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a826-0050c2490048,dolomite,ElementaryFlow,Resources / Resources from ground,kg,069227-00-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a82b-0050c2490048,triadimenol,ElementaryFlow,Emissions / Emissions to soil,kg,055219-65-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a835-0050c2490048,(2,4-dichlorophenoxy)acetic acid,ElementaryFlow,Emissions / Emissions to air,kg,000094-75-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a839-0050c2490048,(2,4-dichlorophenoxy)acetic acid,ElementaryFlow,Emissions / Emissions to water,kg,000094-75-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a843-0050c2490048,isopropanol,ElementaryFlow,Emissions / Emissions to air,kg,000067-63-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a847-0050c2490048,isopropanol,ElementaryFlow,Emissions / Emissions to water,kg,000067-63-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a85a-0050c2490048,lithium,ElementaryFlow,Emissions / Emissions to air,kg,007439-93-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a85e-0050c2490048,lithium,ElementaryFlow,Emissions / Emissions to water,kg,007439-93-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a861-0050c2490048,lithium,ElementaryFlow,Emissions / Emissions to soil,kg,007439-93-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a863-0050c2490048,lutetium,ElementaryFlow,Resources / Resources from ground,kg,007439-94-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a865-0050c2490048,malathion,ElementaryFlow,Emissions / Emissions to soil,kg,000121-75-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8a7-0050c2490048,butylene glycol,ElementaryFlow,Emissions / Emissions to air,kg,000110-63-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8ab-0050c2490048,butylene glycol,ElementaryFlow,Emissions / Emissions to water,kg,000110-63-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8bc-0050c2490048,mecoprop,ElementaryFlow,Emissions / Emissions to water,kg,000093-65-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8c4-0050c2490048,mercury,ElementaryFlow,Emissions / Emissions to air,kg,007439-97-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8c8-0050c2490048,mercury,ElementaryFlow,Emissions / Emissions to water,kg,007439-97-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8cb-0050c2490048,mercury,ElementaryFlow,Emissions / Emissions to soil,kg,007439-97-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8cc-0050c2490048,mercury,ElementaryFlow,Emissions / Emissions to water,kg,007439-97-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8cd-0050c2490048,mercury,ElementaryFlow,Resources / Resources from ground,kg,007439-97-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8ce-0050c2490048,metalaxil,ElementaryFlow,Emissions / Emissions to soil,kg,057837-19-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8d7-0050c2490048,methacrylate,ElementaryFlow,Emissions / Emissions to air,kg,000096-33-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8de-0050c2490048,lanthanum,ElementaryFlow,Resources / Resources from ground,kg,007439-91-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8df-0050c2490048,lanthanum-140,ElementaryFlow,Emissions / Emissions to water,kBq,013981-28-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a8e8-0050c2490048,methane (biogenic),ElementaryFlow,Emissions / Emissions to air,kg,000074-82-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a935-0050c2490048,methanol,ElementaryFlow,Emissions / Emissions to air,kg,000067-56-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a939-0050c2490048,methanol,ElementaryFlow,Emissions / Emissions to water,kg,000067-56-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a93c-0050c2490048,methanol,ElementaryFlow,Emissions / Emissions to soil,kg,000067-56-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a93d-0050c2490048,methanol,ElementaryFlow,Emissions / Emissions to water,kg,000067-56-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a940-0050c2490048,methomyl,ElementaryFlow,Emissions / Emissions to air,kg,016752-77-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a944-0050c2490048,methomyl,ElementaryFlow,Emissions / Emissions to water,kg,016752-77-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a954-0050c2490048,methylamine,ElementaryFlow,Emissions / Emissions to air,kg,000074-89-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a958-0050c2490048,potassium,ElementaryFlow,Emissions / Emissions to soil,kg,007440-09-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a959-0050c2490048,chloride,ElementaryFlow,Emissions / Emissions to soil,kg,016887-00-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a95a-0050c2490048,hydrogen iodide,ElementaryFlow,Emissions / Emissions to air,kg,010034-85-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a97d-0050c2490048,lead,ElementaryFlow,Emissions / Emissions to soil,kg,007439-92-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a982-0050c2490048,dicamba,ElementaryFlow,Emissions / Emissions to soil,kg,001918-00-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a984-0050c2490048,dicamba,ElementaryFlow,Emissions / Emissions to air,kg,001918-00-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a988-0050c2490048,dicamba,ElementaryFlow,Emissions / Emissions to water,kg,001918-00-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a996-0050c2490048,methyl isobutyl ketone,ElementaryFlow,Emissions / Emissions to water,kg,000108-10-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a9a5-0050c2490048,methyl methacrylate,ElementaryFlow,Emissions / Emissions to air,kg,000080-62-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a9b2-0050c2490048,methyl parathion,ElementaryFlow,Emissions / Emissions to soil,kg,000298-00-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a9b4-0050c2490048,methyl parathion,ElementaryFlow,Emissions / Emissions to air,kg,000298-00-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a9b8-0050c2490048,methyl parathion,ElementaryFlow,Emissions / Emissions to water,kg,000298-00-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a9d1-0050c2490048,monoethanolamine,ElementaryFlow,Emissions / Emissions to air,kg,000141-43-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a9d5-0050c2490048,monoethanolamine,ElementaryFlow,Emissions / Emissions to water,kg,000141-43-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a9e5-0050c2490048,naphthalene,ElementaryFlow,Emissions / Emissions to water,kg,000091-20-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a9e6-0050c2490048,napropamide,ElementaryFlow,Emissions / Emissions to soil,kg,015299-99-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a9ee-0050c2490048,benomyl,ElementaryFlow,Emissions / Emissions to water,kg,017804-35-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a9f3-0050c2490048,bentazone,ElementaryFlow,Emissions / Emissions to soil,kg,025057-89-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a9f5-0050c2490048,bentazone,ElementaryFlow,Emissions / Emissions to air,kg,025057-89-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa10-0050c2490048,nitrobenzene,ElementaryFlow,Emissions / Emissions to air,kg,000098-95-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa14-0050c2490048,nitrobenzene,ElementaryFlow,Emissions / Emissions to water,kg,000098-95-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa1b-0050c2490048,nonane,ElementaryFlow,Emissions / Emissions to air,kg,000111-84-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa2e-0050c2490048,sodium,ElementaryFlow,Emissions / Emissions to water,kg,007440-23-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa2f-0050c2490048,chloride,ElementaryFlow,Emissions / Emissions to water,kg,016887-00-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa32-0050c2490048,nitrate,ElementaryFlow,Emissions / Emissions to water,kg,014797-55-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa34-0050c2490048,lithium,ElementaryFlow,Resources / Resources from ground,kg,007439-93-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa36-0050c2490048,gravel,ElementaryFlow,Resources / Resources from ground,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa38-0050c2490048,phenmedipham,ElementaryFlow,Emissions / Emissions to soil,kg,013684-63-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa41-0050c2490048,phenol,ElementaryFlow,Emissions / Emissions to air,kg,000108-95-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa59-0050c2490048,pentachlorophenol,ElementaryFlow,Emissions / Emissions to water,kg,000087-86-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa5c-0050c2490048,pentachlorophenol,ElementaryFlow,Emissions / Emissions to soil,kg,000087-86-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa65-0050c2490048,captan,ElementaryFlow,Emissions / Emissions to air,kg,000133-06-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa69-0050c2490048,captan,ElementaryFlow,Emissions / Emissions to water,kg,000133-06-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa6e-0050c2490048,carbaryl,ElementaryFlow,Emissions / Emissions to soil,kg,000063-25-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa8b-0050c2490048,pirimicarb,ElementaryFlow,Emissions / Emissions to soil,kg,023103-98-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa90-0050c2490048,plutonium,ElementaryFlow,Emissions / Emissions to air,kBq,007440-07-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa94-0050c2490048,plutonium,ElementaryFlow,Emissions / Emissions to water,kBq,007440-07-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aa99-0050c2490048,polonium-210,ElementaryFlow,Emissions / Emissions to air,kBq,013981-52-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aaa0-0050c2490048,adsorbable organic halogen compounds,ElementaryFlow,Emissions / Emissions to water,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aaa3-0050c2490048,adsorbable organic halogen compounds,ElementaryFlow,Emissions / Emissions to water,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aaa4-0050c2490048,air,ElementaryFlow,Resources / Resources from air,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aaa5-0050c2490048,ammonium,ElementaryFlow,Emissions / Emissions to water,kg,014798-03-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aaa6-0050c2490048,hydrocarbons (unspecified),ElementaryFlow,Emissions / Emissions to water,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aaa9-0050c2490048,hydrocarbons (unspecified),ElementaryFlow,Emissions / Emissions to water,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aaaa-0050c2490048,hydrogen bromide,ElementaryFlow,Emissions / Emissions to air,kg,010035-10-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aab0-0050c2490048,hydrogen chloride,ElementaryFlow,Emissions / Emissions to air,kg,007647-01-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aab3-0050c2490048,hydrogen fluoride,ElementaryFlow,Emissions / Emissions to water,kg,007664-39-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aab8-0050c2490048,kaolin,ElementaryFlow,Resources / Resources from ground,kg,001332-58-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aab9-0050c2490048,kieserite,ElementaryFlow,Resources / Resources from ground,kg,014567-64-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aaba-0050c2490048,lanthanum-141,ElementaryFlow,Emissions / Emissions to air,kBq,015816-88-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aabe-0050c2490048,magnesite,ElementaryFlow,Resources / Resources from ground,kg,000546-93-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-aabf-0050c2490048,magnesium,ElementaryFlow,Emissions / Emissions to water,kg,007439-95-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
