from_id,to_id,amount,unit,direction,location,quantitativeReference,ratioToReference,dataMaturity
PROC_ALU_EXTRUSION_EF,9699a63f-c966-43a4-816c-b1fbbf0a3e88,4.14172709414111E-8,m2,input,SE,false,4.14172709414111E-08,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,5ba8d644-c1bb-410b-9bf4-e5f969efb078,3.07167740028253E-26,m2,input,,false,3.07167740028253E-26,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,fe0acd60-3ddc-11dd-a7fb-0050c2490048,1.94293627451261E-12,kg,input,,false,1.94293627451261E-12,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,1729ef88-6556-11dd-ad8b-0800200c9a66,9.57579747480454E-4,m3,input,CN,false,0.000957579747480454,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,64faa7b1-e114-497a-b584-f4659e7115e4,4.84624442284942E-8,m2,input,CN,false,4.84624442284942E-08,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,4d9a8790-3ddd-11dd-96cb-0050c2490048,-5.02738837057066E-10,kg,input,,false,-5.02738837057066E-10,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,fe0acd60-3ddc-11dd-a6fa-0050c2490048,51.78476475488308,MJ,input,,false,51.7847647548831,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,32e9ce57-5c64-44fe-ba5f-e29adb467eb7,2.76987958983647E-8,m2,input,DE,false,2.76987958983647E-08,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,1a00b335-af6e-47db-bc23-012f2c0642ab,1.93253464509138E-9,m2,input,EE,false,1.93253464509138E-09,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,9699a63f-c966-43a4-816c-b1fbbf0a3e88,1.92555670523847E-10,m2,input,LV,false,1.92555670523847E-10,background_LCI_secondary_ILCD
